,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
"('Thioguanine', 'Teniposide')",-221.3861255,-239.7823153,-171.7905744,-137.8244225,-180.7563232,-119.8890493,-42.34412776,-182.5751368,-97.73537225,-214.442782,-220.2690244,-153.117129,-151.9811839,74.17634832,-98.51069281,-164.8956141,-132.5792197,-68.18576317,-183.7480456,-111.245537,-258.331386,-132.4259566,-140.1092389,-222.8285883,-222.7708642,-215.2882089,-243.2196548,-167.5510832,-9.25393866,-246.674512,-141.277825,-229.984178,-135.238527,-204.3600406,-212.8962664,-118.855512,-240.1262091,-156.4142883,-162.7749629,-278.351195,-92.11941627,-195.4098328,-183.4693836,-131.7250476,-103.6658998,-190.6665088,-207.3767638,-103.2671141,-202.364605,-216.0937912,-232.3795057,-196.2431044,-6.310144333,-172.8173046,-183.363764,-202.7618147,-151.3487607,-232.0086298,-163.7600583,-191.2226726
"('Thioguanine', 'Vinorelbine tartrate')",-172.3257641,-221.4888987,-164.0192542,-175.5330933,-68.3442554,-119.0492294,-102.7682247,-135.6148391,-89.78136015,-154.7726027,-27.66509888,-120.4872572,-157.8315963,-136.1844215,-125.9653873,-145.5120865,-126.9794244,-195.6253817,-174.9304849,-106.3798542,-135.9026164,-43.4011906,-32.50158453,-149.6564908,-154.628962,-206.2651666,-17.9008878,-84.4803192,-64.01773549,-143.3431299,-96.49052064,-93.97054521,-112.8492192,-117.0953772,-177.8618324,-65.66222,-149.1186087,-94.90834207,-75.73236866,-110.0791065,-99.97242262,-151.597242,-173.5201547,-118.3762374,-73.08098043,-119.6337558,-188.3809122,-106.7985934,-110.2793878,-214.3931437,-189.53823,-205.1188629,-26.03866888,-196.5954609,-171.2913972,-147.0180686,-135.3242464,-180.1582928,-79.24754653,-218.6068867
"('Thioguanine', 'Axitinib')",-224.2372223,-225.0612132,-208.5610951,-170.4604403,-245.2611895,-209.0187875,-69.8550776,-163.4960155,-134.0922902,-230.8327422,-203.52637,-170.7103754,-132.0450046,-198.745846,-169.2502091,-229.9669385,-178.2485149,-154.8578873,-247.7332271,-68.27439917,-161.8851958,-84.26539077,-176.2483954,-242.1625871,-198.5623837,-244.8437774,-239.2252886,-158.6184402,-62.79574432,-275.4206417,-176.4105024,-177.3338929,-162.094103,-124.715595,-192.9890802,-207.6024995,-188.1160494,-152.3703808,-201.6430011,-231.3681247,-159.2175891,-228.1827174,-228.8302886,-164.1562756,-143.447683,-235.811199,-289.693088,-173.6639716,-213.849888,-205.6861167,-243.8243413,-235.9766343,-6.10998136,-234.2516213,-221.546542,-213.0892003,-189.0957517,-199.7268592,-184.1657567,-166.045306
"('Melphalan', 'Crizotinib')",-262.3201882,-234.3937485,-239.513657,-174.7736315,-231.0594143,-211.0772995,-168.0960983,-193.7567979,-271.9258491,-326.3304558,-238.3556576,-238.0080843,-226.9377733,-153.6696645,-176.1241292,-204.8810974,-208.1251075,-280.2267596,-266.3365404,-174.0129553,-194.4632487,-238.8617666,-292.6530454,-199.5518635,-213.4512384,-289.8275787,-236.7319192,-203.4777778,-105.6991506,-304.705888,-226.767924,-296.7357455,-233.7427499,-248.7422306,-255.1778317,-260.4931703,-327.7826581,-249.7594096,-299.590318,-251.0598236,-199.2019596,-247.9342733,-193.9045416,-290.9288339,-234.2633469,-261.7927493,-279.6086308,-205.6005915,-245.9105456,-215.2919129,-263.1658409,-256.4852911,-43.3246604,-228.4641129,-306.2359725,-284.4561857,-224.769975,-246.6605389,-278.1280567,-269.7267953
"('Melphalan', 'Axitinib')",-271.136425,-271.4049008,-229.785512,-204.1249249,-222.5070604,-236.235118,-160.7509794,-196.5345124,-275.4962939,-257.6677587,-204.6105318,-236.4470583,-294.7586824,-160.9925729,-218.8311398,-278.3424349,-227.0076553,-253.0751306,-265.2635386,-166.8372705,-256.4750241,-248.3755756,-265.5082112,-254.1172144,-221.8942608,-285.904306,-285.2048653,-227.8859905,-119.0928111,-307.4269284,-275.8989483,-305.9216407,-219.8935916,-217.6248772,-284.7536895,-293.5245946,-356.9218947,-292.0940832,-290.0355016,-280.1824094,-232.4454039,-214.4742591,-220.4747302,-253.4787265,-182.6007815,-284.334256,-266.4567229,-200.4155006,-272.7186188,-217.869075,-223.6301836,-248.6329526,-83.12740528,-231.7101609,-245.8986863,-264.9713164,-228.0480278,-242.3833078,-229.5095048,-275.5330882
"('Thiotepa', 'Vandetanib')",-232.0742576,-263.5106465,-230.915643,-188.8864309,-229.9228932,-193.450365,-250.8718177,-270.1332228,-232.4624343,-253.9209467,-255.9491068,-213.5672132,-233.0082714,-333.6954427,-238.4772471,-251.5702671,-245.3288816,-256.3088906,-151.6116066,-288.0300042,-283.6954593,-233.6398993,-314.1360931,-231.6982942,-247.1797139,-266.5720585,-253.8761442,-211.0181395,-152.8778145,-263.3445919,-224.9818263,-262.5372605,-237.3404351,-265.0953326,-263.3250659,-301.050091,-285.749,-257.5229682,-249.3949582,-256.3074898,-226.7025105,-260.162497,-262.0865405,-245.2706267,-277.5313442,-259.1188749,-244.8659677,-234.7628775,-213.9545068,-230.0842148,-243.8090529,-264.8797874,-145.966113,-240.602225,-238.5297381,-228.6138775,-275.7657407,-285.0865035,-180.4753743,-228.8492056
"('Thalidomide', 'Vandetanib')",-300.2842348,-235.2801491,-249.5224182,-207.9515363,-248.6535362,-255.9576795,-250.0376403,-213.515088,-222.4238347,-245.4448224,-253.6518037,-254.1963481,-224.7243094,-192.2654303,-242.0919427,-218.3350477,-191.2481184,-243.7064041,-137.3016072,-143.5243908,-297.3330499,-260.6129953,-242.0990947,-269.0279995,-232.9225476,-268.8799704,-192.199212,-252.2004852,-265.320679,-178.307428,-221.3273387,-176.5355541,-266.2332699,-197.7104277,-247.4255626,-254.6262791,-227.318088,-196.0505709,-251.0828036,-227.4323523,-115.7192526,-291.0209094,-221.3481958,-295.1888634,-265.2349808,-214.5632612,-177.598588,-218.8292161,-188.0113626,-213.9600363,-278.3413232,-241.6793633,-350.4187698,-257.239909,-153.0326992,-207.7245814,-286.2539752,-272.3327571,-241.1121003,-219.0513673
"('Gefitinib', 'Vandetanib')",-150.4430131,-191.167466,-222.741408,-109.4972974,-207.2839264,-51.83599816,-203.375573,-182.5729706,-187.0766138,-186.1751784,-201.2717724,-255.9746092,-140.139035,-200.9379639,-192.2792042,-163.3301618,-137.7284195,-195.7028726,29.3232851,-48.2163175,-261.5533049,-278.6608779,-91.90462827,-111.1188833,-180.0291008,-241.1955835,-170.5981598,-70.58727736,-212.8578968,-144.34715,-206.2457773,-24.3833328,-265.6005457,-89.72778339,-207.2900305,-108.1510138,-200.5000016,-87.13859653,-169.6920733,-187.7890837,-107.5340112,-196.6840529,-234.6413467,-246.8038629,-171.9185951,-153.2769284,-77.997528,-99.03749187,-96.03581257,-226.0968215,-281.9631064,-117.8512405,-128.0657922,-248.2602711,-203.3529701,-35.67742992,-274.6673093,-58.96640033,-134.3899456,-200.7745513
"('Sorafenib tosylate', 'Vandetanib')",-310.2775039,-238.1264573,-211.706906,-171.5519394,-264.6821389,-178.0521223,-311.4730694,-247.5529206,-282.5501163,-227.6050388,-225.3389584,-215.1378176,-259.1250804,-343.0340189,-246.5803997,-243.0653121,-227.7069557,-231.995392,-166.6617358,-185.1466441,-233.7378389,-292.0201254,-287.9573559,-246.6105107,-235.7772128,-193.8558559,-221.3828855,-258.4471875,-270.0418238,-208.1232008,-256.7927433,-203.5598364,-235.9560284,-204.014325,-253.7589896,-207.395813,-219.884337,-278.1989651,-254.048456,-243.5856907,-148.1047502,-269.2197744,-256.6177172,-226.3709267,-259.055211,-259.9878507,-255.7254316,-266.8217611,-255.9568177,-301.2652867,-242.9023486,-250.5439347,-280.3852741,-314.5871168,-186.1509538,-227.6881759,-219.1883339,-234.0417364,-236.1836923,-356.2271401
"('Thioguanine', 'Vandetanib')",-218.6095633,-249.2972897,-177.065992,-134.5567802,-235.898339,-81.26870786,-163.0287424,-166.6036522,-172.6163149,-212.0903075,-134.670859,-149.5587029,-161.707301,-183.6591126,-190.924974,-192.622043,-173.544729,-151.5141696,-111.0808971,-92.2916125,-188.8752097,-93.85620405,-166.4404017,-210.4531337,-184.8680042,-211.6006603,-175.5094836,-230.2891386,-120.4951229,-255.972385,-186.7287525,-129.2955891,-168.0905222,-167.8422024,-200.1740536,-152.6380129,-203.2138423,-159.5510202,-207.8934114,-192.6515816,-168.0873687,-251.0383705,-262.0932107,-178.7540657,-156.5828605,-240.1458411,-226.32472,-171.6154329,-140.9148424,-207.8050946,-297.1567264,-196.0500159,-91.0434538,-229.2214689,-232.081715,-198.1130413,-207.0365537,-194.8860954,-203.8871984,-172.3597693
"('Melphalan', 'Vandetanib')",-246.5817355,-247.4567795,-200.0438,-132.9274018,-254.786668,-159.977101,-167.5327256,-214.1570712,-221.5735707,-216.0873536,-153.1332534,-258.7678032,-217.292044,-164.8060867,-217.3385536,-150.9584917,-266.5118566,-249.4891945,-95.229351,-135.3253634,-299.8090677,-238.3107991,-278.2347584,-230.396212,-214.4169333,-221.6976105,-266.2031336,-177.6153889,-149.5789608,-267.9482073,-216.2686637,-224.241279,-220.8681053,-177.9219361,-270.0167004,-277.9931053,-313.3810906,-231.5133646,-238.800427,-216.8965032,-216.2442427,-200.8017624,-205.7451088,-296.5023444,-233.40693,-269.926032,-230.9427872,-177.4562102,-214.6322699,-168.0028798,-217.3066694,-218.0738402,-132.1830324,-196.0984011,-278.860524,-218.4671764,-227.7706995,-257.7185017,-250.3171124,-236.2607725
"('Thalidomide', 'Daunorubicin hydrochloride')",-249.3262845,-231.8406762,-241.7304182,-175.6379896,-235.3948052,-187.1866592,-149.1176208,-215.4550433,-224.0071389,-174.1183755,-263.1480863,-213.8737546,-254.8154964,-154.0906332,-215.5702274,-229.6369633,-210.4390874,-240.5621292,-266.5306301,-191.7325151,-267.1388741,-261.9522663,-210.1922109,-222.3787238,-238.8826903,-248.8070645,-201.5853766,-229.58428,-230.347406,-240.6404833,-149.8167697,-196.4818667,-204.6147561,-245.5633986,-265.510692,-243.9953816,-277.5889066,-238.2423688,-248.0984204,-209.8660587,114.8359438,-214.5578812,-256.3068109,-176.3130752,-180.0661755,-215.5804628,-246.958736,-162.4848252,-188.4026468,-181.2886933,-235.2421311,-222.1880239,-80.16443546,-227.9541629,-170.8471614,-221.2535935,-248.0963215,-247.3806338,-199.2365812,-251.205736
"('Thioguanine', 'Daunorubicin hydrochloride')",-229.453692,-279.0425177,-175.4299556,-183.1103442,-152.1495283,-148.9619757,-69.28253484,-189.4666398,-164.0231263,-216.5898029,-278.9962128,-172.7438502,-210.1093152,-58.28632619,-168.6307813,-213.5880045,-247.4287325,-122.4883475,-236.1144255,-164.8471387,-217.0418126,-117.6261966,-154.1560635,-234.2844308,-224.8410948,-237.9917775,-220.410139,-207.2107864,-91.01395345,-279.4347573,-188.5123638,-297.9028874,-132.9657017,-215.9941321,-229.0826536,-188.643268,-272.4034933,-155.7469907,-144.9420761,-243.1376015,-226.7657644,-215.4818321,-180.556781,-170.4841994,-135.9002961,-250.2947898,-244.0383891,-153.9836613,-221.9820906,-238.3815445,-247.1256525,-264.5973987,69.02180171,-182.4343715,-240.7017263,-185.1153237,-197.7623488,-255.3244262,-142.5537766,-193.2597224
"('Melphalan', 'Daunorubicin hydrochloride')",-250.4931715,-285.1882368,-201.2788852,-170.6146488,-217.5099767,-148.3898949,-101.6005194,-203.3417083,-221.9021245,-205.3898783,-283.8375552,-288.5254747,-239.3496514,0.025620693,-221.4077458,-231.8257705,-255.4517936,-309.7893929,-186.0963436,-133.1383522,-251.4273777,-197.4590418,-244.690529,-229.5148125,-258.5482828,-240.3849659,-294.9384443,-165.5500333,-57.62104484,-298.655048,-215.743719,-343.002606,-155.8575365,-193.6838236,-327.5895314,-186.2211262,-285.9794787,-271.4621443,-185.7433808,-294.975613,-118.9892146,-236.2148954,-180.3151498,-245.0113283,-204.7423673,-224.7514834,-271.8651365,-239.1898177,-285.6222085,-215.2616331,-208.9785201,-240.904894,30.24359307,-172.9791073,-254.5911921,-244.9463818,-225.8469999,-299.8631626,-246.1472125,-280.846636
"('Thiotepa', 'Vismodegib')",-242.2120493,-280.8231371,-247.2576474,-259.4889052,-283.3337771,-299.5564204,-202.9004803,-247.1838488,-237.2452345,-360.3560682,-346.6861154,-240.81537,-253.4092656,-255.888551,-279.2423195,-273.7553618,-258.8812854,-295.8380111,-259.7684307,-320.4049223,-240.4520891,-269.2042528,-308.5692179,-237.6671608,-269.2007141,-247.8433677,-210.1239085,-257.6122584,-191.3175888,-213.9540409,-237.6860078,-293.9447561,-254.7736185,-244.2310386,-279.8220733,-280.1403649,-285.4834517,-289.5872656,-257.4560856,-252.5225471,-222.0655775,-279.5014965,-224.0128552,-260.3312,-292.1883706,-298.1922425,-253.8592472,-260.5278069,-303.9627313,-273.2046925,-257.8619555,-302.453486,-101.8260268,-263.554895,-294.0486399,-240.0260629,-272.7231854,-315.6039629,-247.9307766,-236.2046844
"('Thalidomide', 'Vismodegib')",-219.8323764,-265.1338472,-270.5118961,-235.3744101,-292.6313971,-357.9713647,-218.2636769,-219.4271687,-232.7177503,-292.3602241,-207.3173497,-290.4766772,-277.048924,-192.5775694,-272.8084423,-227.7063992,-66.12571456,-235.2715005,-248.012988,-242.5487159,-190.3424433,-284.1499296,-252.7542323,-264.3500713,-212.1708511,-248.2335145,-233.6605937,-266.2117355,-251.4308983,-184.5978094,-234.1711677,-246.6692893,-282.9427418,-229.9690505,-245.6647864,-277.2890044,-227.7040741,-206.5490457,-219.0000105,-299.0991928,-198.892385,-280.3593809,-259.6075903,-292.7941784,-254.4138397,-222.5164122,-220.272644,-251.6136258,-214.228403,-233.530305,-314.1377302,-286.970688,-305.4335058,-285.2833518,-210.6414022,-267.9138158,-271.8429336,-284.155939,-270.799928,-159.992397
"('Sorafenib tosylate', 'Vismodegib')",-215.4661594,-247.0584135,-224.2253661,-223.5643598,-230.8474489,-53.39215182,-255.428036,-270.192722,-278.6234541,-268.8306696,-246.876345,-211.3859387,-274.0464284,-319.8782329,-206.7817987,-272.9366362,-162.0725474,-237.1629312,-285.2306685,-255.7129315,-149.2727539,-232.8566193,-232.8322432,-247.4009503,-178.7361987,-173.9256552,-239.4976784,-192.0792011,-251.4744847,-219.5591364,-236.4471367,-237.8336844,-216.7473449,-226.4395229,-212.6011728,-222.90937,-283.3596,-269.8717467,-238.5151702,-222.4541815,-77.64240958,-232.6962042,-228.3823032,-225.1997897,-247.9757196,-225.0930597,-208.8265245,-209.1483408,-249.6597817,-313.5511343,-260.2506401,-252.0547431,-180.6853429,-304.7271312,-138.5233232,-231.2677812,-207.037408,-220.1497545,-236.3345509,-19.8544888
"('Thiotepa', 'Megestrol acetate')",-262.633071,-289.718611,-222.2646292,-209.9047761,-267.8785537,-319.0695773,-204.8128123,-210.3530923,-278.5202685,-300.9228033,-250.1883402,-261.9590312,-275.6880748,-336.7820577,-271.7354722,-315.5413306,-313.8155255,-254.7089062,-277.3777159,-230.5199924,-319.0143243,-293.6321419,-307.6319166,-269.8683291,-334.5119048,-312.9385522,-315.0127193,-277.0594685,-91.6051806,-215.3773553,-290.5479596,-286.8029292,-237.697676,-239.3842637,-256.2269243,-334.6266095,-316.0725254,-309.865951,-262.928271,-281.305456,-162.7563102,-305.5703497,-241.0416225,-271.9129625,-294.8358243,-312.7451942,-237.2524263,-285.8913421,-273.8602323,-230.8621576,-315.6451594,-293.528687,-97.61590259,-285.970434,-289.1272698,-306.5909274,-265.5639132,-300.5200443,-272.4983274,-296.9203672
"('Thiotepa', 'Lenalidomide')",-227.7371027,-263.6118651,-202.9446266,-204.1869236,-229.5398424,-268.7563047,-194.1715467,-287.0729803,-242.3407253,-317.4137189,-291.8342865,-243.7125759,-223.1819311,-118.9732714,-233.5846027,-244.6008211,-235.4805781,-250.4993629,-220.7957314,-257.0209046,-391.8509252,-280.2994428,-269.7702067,-263.8290035,-222.6227084,-229.0863894,-304.792077,-263.174328,-237.6724616,-240.0913361,-231.8292895,-297.8014076,-230.4811313,-271.9273786,-264.5063202,-291.2237407,-288.9665456,-293.2678685,-267.5013894,-250.9772093,-125.1752161,-272.9023437,-228.0480664,-238.1814678,-236.0607648,-293.9867411,-256.885184,-254.6057465,-349.4204545,-201.0459421,-252.7321816,-270.4639022,-117.3445161,-271.6175038,-248.3940534,-237.8982157,-248.5736946,-278.0831848,-257.0805158,-282.8745348
"('Thalidomide', 'Megestrol acetate')",-245.7098189,-258.1783916,-282.0047982,-251.959039,-250.9992702,-202.9394534,-176.5181675,-291.693176,-318.1297374,-184.2855351,-294.1787992,-201.118321,-329.1641891,-259.2182733,-287.0877358,-261.236961,-298.68616,-315.1120884,-289.3758033,-342.3407033,-276.168526,-314.8887387,-238.0239574,-255.3478095,-351.9671984,-273.2365626,-251.031851,-294.3087702,-230.833514,-313.7903583,-268.2764082,-295.3592017,-297.8985706,-284.1166738,-246.063286,-281.2259345,-292.4267004,-296.2064788,-247.9344574,-309.4150182,-306.1497336,-250.6061506,-243.2063617,-166.7477327,-263.1182695,-270.0463382,-243.3096907,-240.7683507,-241.5779709,-205.7402258,-263.8699524,-283.1756408,-286.7879794,-278.8995654,-177.3011785,-260.6619645,-296.2677432,-237.3078518,-125.5715688,-269.4538558
"('Thalidomide', 'Lenalidomide')",-347.033577,-294.4818434,-258.3506489,-272.1490248,-238.9662314,-377.8505505,-338.4161386,-273.0920061,-315.6819284,-397.0342339,-286.79928,-440.0482985,-310.2547398,-254.4391289,-292.970269,-345.8520195,-292.1166269,-317.1986199,-295.523435,-306.1047843,-321.5340705,-312.6745706,-346.3534598,-286.562055,-272.6396745,-270.2946775,-359.517729,-315.8801277,-384.95826,-218.1414879,-357.1756807,-288.7864967,-310.6249963,-343.6222444,-295.1857863,-319.2470773,-301.5235379,-309.9289232,-333.9331777,-289.8057551,-211.4388257,-303.8373194,-326.2512641,-407.9095918,-313.1209394,-283.0840494,-252.8241963,-253.9911569,-337.6441028,-224.839285,-270.459089,-296.8874054,-293.426933,-281.9938274,-312.2725089,-257.8895829,-298.7404716,-311.4468106,-445.862318,-308.768245
"('Gefitinib', 'Lenalidomide')",-296.3143215,-253.1992676,-237.0205865,-198.190997,-194.8403287,-217.0389566,-284.8710533,-280.396106,-227.969476,-222.573441,-324.1482091,-261.6368053,-223.4133888,-255.3290707,-246.3422051,-257.3655225,-255.5772084,-144.96016,-72.41504472,-286.5102333,-305.2744403,-302.209853,-251.6354747,-206.2321544,-286.3745649,-269.5101337,-186.4782783,-190.0897329,-376.2047328,-248.9241277,-279.774968,-13.15666053,-280.4672652,-192.1316407,-281.5694664,-211.5136982,-252.9442207,-213.679219,-242.1497324,-230.8005524,-126.7780957,-264.301745,-228.4034474,-301.4333198,-276.2338946,-217.8027439,-241.8465492,-264.1417282,-203.4202029,-251.283813,-311.1507899,-278.8612175,-155.9079764,-219.5815094,-259.2030674,-102.1087548,-293.4179393,-225.2871275,-230.0779296,-268.9454582
"('Thioguanine', 'Lenalidomide')",-213.058697,-257.0914431,-173.1319302,-177.2973625,-233.7963002,-227.6243463,-105.0508883,-219.6037475,-168.2404765,-239.8539124,-142.2249077,-134.6740242,-174.4233351,14.31229573,-103.0481734,-215.2591746,-191.0567172,-145.2690211,-223.6601306,-127.3983043,-163.0867633,-38.66471563,-202.6676267,-216.0601075,-154.8831415,-196.1076729,-203.9365048,-156.5941392,-102.5205972,-257.7893949,-229.8362582,-205.6269601,-156.9068513,-219.9339323,-168.0673863,-154.404352,-231.9929493,-175.2682108,-224.6590479,-173.0175897,-168.6456448,-252.4053884,-251.7184694,-198.5672246,-144.2527875,-185.4738205,-254.6280781,-188.8194275,-230.1896697,-226.6762946,-289.8336178,-224.8644095,-158.9024776,-211.7000649,-208.3884839,-240.4130412,-237.471618,-225.6857154,-230.6187773,-190.7668889
"('Melphalan', 'Megestrol acetate')",-197.0326548,-269.2699251,-198.3606778,-217.613292,-259.238688,-256.8562269,-187.3599242,-186.6496271,-283.0975728,-261.5861163,-239.2069692,-279.576251,-226.7415487,-288.6104703,-244.3834963,-261.4598903,-207.3837408,-163.7284862,-217.070672,-305.4544813,-290.0496165,-233.5567597,-273.847712,-223.5775,-259.8978459,-265.9503247,-298.6726733,-210.7984262,-178.39124,-197.6045444,-248.8359405,-313.9511663,-229.67814,-223.2452442,-240.6257643,-164.6727948,-239.6619977,-227.3252393,-196.2424896,-243.4356686,-111.5736315,-167.743019,-207.4465477,-271.3246297,-227.4362785,-231.9840741,-260.0973876,-309.1811846,-240.7673018,-193.7726983,-213.5361934,-287.68928,-91.8872497,-257.7050054,-187.8901707,-262.9008016,-246.4230857,-238.7185298,-249.3164298,-264.8615778
"('Thiotepa', 'Uracil mustard')",-262.0258381,-262.1793505,-204.5786509,-191.6138497,-317.2418175,-272.1906201,-109.614343,-131.0821489,-197.1807719,-300.3055013,-291.0007512,-176.8166047,-199.4617133,-177.6212653,-153.8353048,-271.559799,-266.023392,-230.978215,-219.0880173,-221.2895026,-319.5400482,-241.4722372,-323.2783731,-290.9411643,-256.5041148,-317.8731079,-349.1517911,-265.5114161,0.2613788,-315.4937848,-100.7138535,-324.6299279,-179.2473837,-232.7345635,-262.0921413,-282.0977866,-319.9346372,-218.78342,-265.5044515,-243.1615167,-70.06697333,-318.3353124,-141.4688818,-189.5622654,-164.3195757,-251.5989185,-293.260098,-216.1573081,-297.5740379,-157.2385899,-249.5218022,-212.8538383,-1.268549627,-195.684421,-304.6793536,-345.5274946,-214.3835069,-331.9095508,-276.1727934,-257.2422176
